0,9.375e-06,1.15384615384615e-05,1.5e-05,2.14285714285714e-05,3.75e-05
0.168,1.46270690699336e-05,1.74554857818899e-05,2.18773940407665e-05,2.98912276466326e-05,4.82092185464885e-05
0.336,1.99073719998359e-05,2.33976384600892e-05,2.87754556024784e-05,3.8367540290713e-05,5.8918437092977e-05
0.504,2.52158323619819e-05,2.93648558101279e-05,3.56941390200297e-05,4.68574882979087e-05,6.96276556161338e-05
0.672,3.05523591755865e-05,3.53570576051595e-05,4.26333793822726e-05,5.53610267665037e-05,8.03368439957816e-05
0.84,3.59158206799974e-05,4.13729906967497e-05,4.95917479884804e-05,6.38764319598634e-05,9.1043846890907e-05
1.008,4.12898230827826e-05,4.7394205615321e-05,5.65478261809256e-05,7.23773788915948e-05,0.000101715371977009
1.176,4.65822817463937e-05,5.33169904034289e-05,6.33811087864305e-05,8.07156364221823e-05,0.000112163888473529
1.344,5.15466312068971e-05,5.88637059078377e-05,6.97690773452636e-05,8.84945930846283e-05,0.000121887838771523
1.512,5.58247356189918e-05,6.36313437573057e-05,7.52439138313521e-05,9.51394220418971e-05,0.000130160985853242
1.68,5.91385057563766e-05,6.73075507925037e-05,7.94437752907354e-05,0.000100206534935781,0.000136424399321028
1.848,6.14450234686411e-05,6.98452726970299e-05,8.23156287342968e-05,0.00010363295818613,0.00014060172267685
2.016,6.29192484089229e-05,7.14429509581487e-05,8.40918245096024e-05,0.000105706942121388,0.000143061153232385
2.184,6.38250257050949e-05,7.23989171355737e-05,8.51204974842837e-05,0.000106858772191635,0.000144349991298335
2.352,6.43992178353606e-05,7.2980750151614e-05,8.57135863365589e-05,0.000107473571449467,0.000144957475625896
2.52,6.48039422517954e-05,7.33715114188557e-05,8.60843993385346e-05,0.000107814553455314,0.000145217776146337
2.688,6.51311424032421e-05,7.36749959878744e-05,8.63538474114709e-05,0.000108030870603118,0.000145320186603536
2.856,6.54259326127233e-05,7.39421246649947e-05,8.6581236923783e-05,0.000108195666065549,0.000145357514008107
3.024,6.57079927301879e-05,7.41951072280925e-05,8.67924312200802e-05,0.000108340832024996,0.000145370218270991
3.192,6.59851018848501e-05,7.44427216665182e-05,8.69976506864671e-05,0.000108478969088184,0.000145374283660269
