0.01,0.000401393464004635,4.06535995365308e-07,-0.0108197782844103,4.06535995365308e-06,2e-05,2.40653599536531e-05
0.0109749876549306,0.000401529114580362,4.42351591248021e-07,-0.0108197782164798,4.42351591248021e-06,2.00000013586107e-05,2.44235172710909e-05
0.0120450354025878,0.00040167799091976,4.81659163514697e-07,-0.0108197781419261,4.81659163514697e-06,2.00000028496842e-05,2.48165944848312e-05
0.0132194114846603,0.000401841382518462,5.24799175551903e-07,-0.0108197780601036,5.24799175551903e-06,2.00000044861356e-05,2.52479962416546e-05
0.0145082877849594,0.000402020704596328,5.72145285506092e-07,-0.0108197779703034,5.72145285506092e-06,2.00000062821389e-05,2.57214591371999e-05
0.0159228279334109,0.000402217510355413,6.24107582731713e-07,-0.0108197778717479,6.24107582731713e-06,2.00000082532504e-05,2.62410840805675e-05
0.0174752840000768,0.00040243350443305,6.81136139789016e-07,-0.0108197777635833,6.81136139789016e-06,2.00000104165428e-05,2.6811371814433e-05
0.0191791026167249,0.00040267055766661,7.43724910757256e-07,-0.0108197776448728,7.43724910757255e-06,2.00000127907535e-05,2.74372618983261e-05
0.0210490414451202,0.000402930497153962,8.08715584790209e-07,-0.010819777441626,8.08715584790209e-06,2.00000168556953e-05,2.80871727035974e-05
0.0231012970008316,0.000403215586204427,8.76864784239503e-07,-0.0108197771559016,8.76864784239503e-06,2.00000225701901e-05,2.87686704125852e-05
0.0253536449397011,0.000403528471085368,9.51658446504443e-07,-0.0108197768423195,9.51658446504443e-06,2.00000288418412e-05,2.95166133068856e-05
0.0278255940220712,0.000403871861855942,1.03374439850692e-06,-0.0108197764981635,1.03374439850692e-05,2.00000357249705e-05,3.03374797100397e-05
0.0305385550883342,0.000404248616851228,1.12212379575969e-06,-0.0108197760830611,1.12212379575969e-05,2.00000440270351e-05,3.1221281984632e-05
0.0335160265093884,0.000404661591197216,1.21154357873419e-06,-0.0108197754617992,1.21154357873419e-05,2.00000564523119e-05,3.21154922396538e-05
0.0367837977182863,0.000405114830032118,1.30968168015936e-06,-0.010819774779965,1.30968168015936e-05,2.00000700890378e-05,3.30968868906314e-05
0.0403701725859655,0.000405612179495361,1.41633034564511e-06,-0.0108197740059969,1.41633034564511e-05,2.00000855684536e-05,3.41633890249047e-05
0.0443062145758388,0.000406157260906024,1.52329067385496e-06,-0.0108197729119256,1.52329067385496e-05,2.00001074500013e-05,3.52330141885509e-05
0.0486260158006535,0.000406755487081319,1.640679502022e-06,-0.0108197717111837,1.640679502022e-05,2.00001314649729e-05,3.64069264851929e-05
0.0533669923120631,0.000407411316470814,1.76085389337447e-06,-0.0108197701604197,1.76085389337447e-05,2.00001624804976e-05,3.76087014142422e-05
0.0585702081805667,0.000408130764567844,1.88886679279318e-06,-0.0108197683541284,1.88886679279318e-05,2.00001986066391e-05,3.88888665345709e-05
0.0642807311728432,0.000408919439783042,2.01945129375964e-06,-0.0108197660760749,2.01945129375964e-05,2.00002441682404e-05,4.01947571058368e-05
0.0705480231071864,0.000409784555878699,2.15799323205938e-06,-0.0108197634297536,2.15799323205938e-05,2.00002970953516e-05,4.15802294159454e-05
0.0774263682681127,0.000410732675067666,2.29696444530098e-06,-0.0108197600926625,2.29696444530098e-05,2.00003638383096e-05,4.29700082913195e-05
